algo,family,backbone,algo_family,n_rows,final_step,steps_per_row,budget_target,reward_per_step_final_mean,reward_per_step_final_std,reward_per_episode_equiv,peak_ma_reward_per_step,peak_step,final_ma_reward_per_step,degradation,trend_label,slope_last25pct,convergence_step,embb_mbps_mean,spectral_eff_bps_hz,embb_p5_mbps,urllc_delay_ms_mean,urllc_delay_p95,urllc_delay_p99,urllc_drop_late_pct,urllc_drop_overflow_pct,sla_satisfaction_pct,timely_throughput_mbps,jains_fairness,lam_final,flag_urllc_starving,flag_low_sla,flag_degraded
idqn_floorstatic,baseline,,dqn,1000,199999,200.0,200000,0.9968478399999999,0.4327361074580031,199.369568,1.256418,76999,1.0942677849999998,0.16215021500000026,plateau,5.581932866125797e-07,1599,7.22548097,0.7225481000000002,1.59086141,0.9465550399999999,5.2,6.438400000000001,3.1489855900000006,5.92567335,90.92534104999999,28.918099030000004,0.6095575200000001,0.9630898299999999,False,False,True
idqn_floorstatic,baseline,,dqn,1000,199999,200.0,200000,1.01948506,0.45046230270154836,203.89701200000002,1.276185,76799,1.1098746,0.16631039999999997,improving,1.6947175558008899e-06,999,7.451441559999999,0.74514415,1.6093842900000002,1.1482157899999998,5.71,6.8,3.34138676,7.018364340000001,89.64024883,28.489501669999992,0.6072734900000001,0.9619270600000002,False,True,True
idqn,baseline,,dqn,1000,199999,200.0,200000,0.992211265,0.36630293335431713,198.442253,1.1795725,175399,1.077698045,0.10187445499999992,plateau,9.542197715163413e-07,19799,7.268134740000001,0.7268134400000001,0.0016218000000000003,0.66569795,4.09,5.51,2.7633005500000003,4.441710179999999,92.79498929000002,29.543446830000004,0.58754484,0.9350529599999998,False,False,True
idqn,baseline,,dqn,1000,199999,200.0,200000,1.039011015,0.43864636186329214,207.80220300000002,1.295662,77199,1.119171685,0.17649031500000012,plateau,1.0876490491047813e-06,19399,7.3520347600000004,0.73520348,1.6504591899999996,0.9505695699999999,4.42,5.24,2.39141441,4.38316266,93.22542295000002,29.641134769999997,0.6098561399999999,0.93394777,False,False,True
idqn,baseline,,dqn,1000,199999,200.0,200000,1.02688139,0.3628048586326993,205.376278,1.205739,65599,1.066204205,0.13953479499999988,improving,1.5664462285796565e-06,1399,7.47827935,0.7478279099999999,0.0253383,0.6944629999999999,4.2,5.5714999999999995,2.6077453499999996,4.30591441,93.08634027999999,29.637080770000008,0.60217358,0.93279709,False,False,True
idqn,baseline,,dqn,1000,199999,200.0,200000,1.026653555,0.44980608637200475,205.330711,1.3282654999999999,76799,1.124092465,0.20417303499999995,improving,1.9143320664330592e-06,1199,7.283978360000001,0.72839782,1.6030608800000001,0.9537939400000001,4.62,5.45,2.4201094,4.51508056,93.06481009999999,29.607211410000005,0.6115664199999999,0.9371556499999998,False,False,True
ippo,baseline,,ppo,1953,999935,512.0,1000000,1.1807315504807692,0.2937842656004495,236.14631009615383,1.2674005859375,436735,1.174809671474359,0.09259091446314094,plateau,-1.3371313172305025e-07,3583,8.2196936,0.821969394871795,3.6307692307692304e-06,0.5713505487179487,4.0717948717948715,7.748717948717949,1.4911379794871795,3.2140083384615385,95.29485371282051,30.38450817948718,0.500741958974359,0.6457104615384616,False,False,True
ippo,baseline,,ppo,1953,999935,512.0,1000000,1.1892459625400642,0.3090596876230335,237.84919250801283,1.2647681640625,435711,1.1831788631810898,0.08158930088141014,plateau,-1.5764533043508198e-07,3583,8.243415292307692,0.8243415435897435,4.246153846153846e-06,0.5790756205128206,4.266410256410257,7.394871794871795,1.3596427846153845,3.0621000615384615,95.5782571076923,30.472547415384618,0.5175454102564102,0.635492123076923,False,False,True
ippo,baseline,,ppo,1953,999935,512.0,1000000,1.1761408283253205,0.30369529526416955,235.2281656650641,1.2636138671875,436223,1.1717016486378207,0.09191221854967924,plateau,-1.6285962957265533e-07,3071,8.159250348717949,0.8159250153846154,4.246153846153846e-06,0.5628213282051283,4.112820512820512,7.256410256410256,1.381689994871795,3.075509174358974,95.54280081538462,30.465346605128204,0.5200269538461538,0.6368976307692308,False,False,True
ippo,baseline,,ppo,1953,999935,512.0,1000000,1.1885642427884617,0.30677811420383505,237.71284855769235,1.26388046875,435199,1.1828976462339744,0.08098282251602562,plateau,-1.281777817374554e-07,1535,8.2660398,0.8266040051282051,3.2666666666666666e-06,0.5665856153846154,4.157179487179487,7.4974358974358974,1.4002439025641025,3.091098687179488,95.5086574153846,30.453455169230768,0.4928505846153846,0.6383394,False,False,True
